Timestamp,actor,Critic1,critic2,alpha
256.0,1.5943084955215454,1.6350017786026,3.5446858406066895,-0.0
256.0,0.48045092821121216,4.485240459442139,3.092210292816162,-0.0008068476454354823
256.0,-0.2800319492816925,2.4582459926605225,3.3822364807128906,-0.0017391786677762866
256.0,-0.8515082597732544,0.9079868793487549,2.0051331520080566,-0.002626624424010515
256.0,-1.3063719272613525,1.6264091730117798,0.9713045358657837,-0.003499638056382537
256.0,-1.5141801834106445,1.201877474784851,0.6740286946296692,-0.004487048834562302
256.0,-1.6449313163757324,0.8992297649383545,0.6310833692550659,-0.005724375136196613
256.0,-1.4167616367340088,0.7712777853012085,1.0918529033660889,-0.006609785370528698
256.0,-1.2237050533294678,0.5948576927185059,1.1958608627319336,-0.007565595675259829
256.0,-1.1171669960021973,0.733405590057373,0.9836592674255371,-0.008553460240364075
256.0,-1.16096031665802,0.7835726141929626,0.5767242908477783,-0.009708056226372719
256.0,-1.2775592803955078,0.773580014705658,0.42303138971328735,-0.010730158537626266
256.0,-1.562158226966858,0.7378823161125183,0.532959520816803,-0.011970678344368935
256.0,-1.5899032354354858,0.5596810579299927,0.6838568449020386,-0.012645084410905838
256.0,-1.756256103515625,0.44351255893707275,0.6456757187843323,-0.013898681849241257
256.0,-1.820596694946289,0.42783409357070923,0.5747057199478149,-0.01454726979136467
256.0,-2.0905747413635254,0.44987988471984863,0.3566092550754547,-0.01587485894560814
256.0,-2.255598783493042,0.41568976640701294,0.25051796436309814,-0.01713143102824688
256.0,-2.1464617252349854,0.3114844262599945,0.2141263633966446,-0.01793583855032921
256.0,-2.1164398193359375,0.3562467694282532,0.4106059670448303,-0.019389379769563675
256.0,-1.9142565727233887,0.40528711676597595,0.5308257341384888,-0.020052112638950348
256.0,-1.7741444110870361,0.31186407804489136,0.40546301007270813,-0.020775822922587395
256.0,-1.8504250049591064,0.33961018919944763,0.28405633568763733,-0.022506440058350563
256.0,-1.8893963098526,0.3201833963394165,0.16808173060417175,-0.023405298590660095
256.0,-1.978428840637207,0.29422593116760254,0.22131659090518951,-0.024540217593312263
256.0,-2.0088868141174316,0.2780532240867615,0.2634274959564209,-0.025094980373978615
256.0,-2.1148393154144287,0.2535339295864105,0.28187909722328186,-0.026353484019637108
256.0,-2.168978452682495,0.24940645694732666,0.2766766846179962,-0.027283281087875366
256.0,-2.2787957191467285,0.2523046135902405,0.21672944724559784,-0.028611449524760246
256.0,-2.3367578983306885,0.24422213435173035,0.18195897340774536,-0.029635092243552208
